comment,tokens
اگر کہیں سے سٹیک مل جائے تو اس کو صاف کر کے استعمال کریں بہت عمدہ بنیں گے,"['اگر', 'کہیں', 'سے', 'سٹیک', 'مل', 'جائے', 'تو', 'اس', 'کو', 'صاف', 'کر', 'کے', 'استعمال', 'کریں', 'بہت', 'عمدہ', 'بنیں', 'گے']"
پسندے چوکور شکل کے پتلے پتلے ٹکڑے ہوتے ہیںاور یہ گائے کے ران کے گوشت کے زیادہ اچھے بنتے ہیں,"['پسندے', 'چوکور', 'شکل', 'کے', 'پتلے', 'پتلے', 'ٹکڑے', 'ہوتے', 'ہیںاور', 'یہ', 'گائے', 'کے', 'ران', 'کے', 'گوشت', 'کے', 'زیادہ', 'اچھے', 'بنتے', 'ہیں']"
میں ایسا کرونگیکہ جو مجھے نیا کچھ ٹرائی کرنا ہوا نااس کی ترکیب پہلے یہان لکھ دوں گی,"['میں', 'ایسا', 'کرونگیکہ', 'جو', 'مجھے', 'نیا', 'کچھ', 'ٹرائی', 'کرنا', 'ہوا', 'نا', 'اس', 'کی', 'ترکیب', 'پہلے', 'یہان', 'لکھ', 'دوں', 'گی']"
آپ لوگ ٹرائی کر کے بتانا کیسی ہے,"['آپ', 'لوگ', 'ٹرائی', 'کر', 'کے', 'بتانا', 'کیسی', 'ہے']"
میں نے ایک بار ایسا ہی کیا تھا پر کسی نے ٹرائی کیا ہی نہیں پھر میں نے بھی وہ بنائی ہی نہیں,"['میں', 'نے', 'ایک', 'بار', 'ایسا', 'ہی', 'کیا', 'تھا', 'پر', 'کسی', 'نے', 'ٹرائی', 'کیا', 'ہی', 'نہیں', 'پھر', 'میں', 'نے', 'بھی', 'وہ', 'بنائی', 'ہی', 'نہیں']"
اتنے ڈیلیشیئس لگتے ہیں یہ تو یمی یمی سے,"['ات', 'نے', 'ڈیلیشیئس', 'لگتے', 'ہیں', 'یہ', 'تو', 'یمی', 'یمی', 'سے']"
یمی یمی سی تو ا ئس کریم ہوتی ہےچپس تو پاپڑوں کی طرح ہوتے ہیں,"['یمی', 'یمی', 'سی', 'تو', 'ا', 'ئس', 'کریم', 'ہوتی', 'ہےچپس', 'تو', 'پاپڑوں', 'کی', 'طرح', 'ہوتے', 'ہیں']"
چپس بےچارے کیوں اتنے پیارے پیارے تو ہوتے ہین,"['چپس', 'بے', 'چارے', 'کیوں', 'ات', 'نے', 'پیارے', 'پیارے', 'تو', 'ہوتے', 'ہین']"
یمی کا ورڈ ہر کھانے والی چیز کے لیے یوز کیا جا سکتا ہے,"['یمی', 'کا', 'ورڈ', 'ہر', 'کھا', 'نے', 'والی', 'چیز', 'کے', 'لیے', 'یوز', 'کیا', 'جا', 'سکتا', 'ہے']"
آپ نے تو دل ہی للچا دیا اب مجھے بھی چپس کھانی پڑے گی,"['آپ', 'نے', 'تو', 'دل', 'ہی', 'للچا', 'دیا', 'اب', 'مجھے', 'بھی', 'چپس', 'کھانی', 'پڑے', 'گی']"
اچھی لگ رہی ہے مجھے بھی کھانی ہیں,"['اچھی', 'لگ', 'ر', 'ہی', 'ہے', 'مجھے', 'بھی', 'کھانی', 'ہیں']"
فنگر چپس کو کرسپی بنانے کا طریقہ بھی لکھ دیں کیونکہ ہم نے تو جب بھی کھائے ڈھیلے ڈھیلے ہی کھانے کو ملے,"['فنگر', 'چپس', 'کو', 'کرسپی', 'بنا', 'نے', 'کا', 'طریقہ', 'بھی', 'لکھ', 'دیں', 'کیونکہ', 'ہم', 'نے', 'تو', 'جب', 'بھی', 'کھائے', 'ڈھیلے', 'ڈھیلے', 'ہی', 'کھا', 'نے', 'کو', 'ملے']"
لبتہ بڑی فوڈ چنیز مثلا کے ایف سی وغیرہ میں کچھ بہتر ہوتے ہیں,"['لبتہ', 'بڑی', 'فوڈ', 'چنیز', 'مثلا', 'کے', 'ایف', 'سی', 'وغیرہ', 'میں', 'کچھ', 'بہتر', 'ہوتے', 'ہیں']"
تصویر کے ساتھ ترکیب بھی شریک ہو جائے تو لطف دوبالا ہو جائے گا,"['تصویر', 'کے', 'ساتھ', 'ترکیب', 'بھی', 'شریک', 'ہو', 'جائے', 'تو', 'لطف', 'دوبالا', 'ہو', 'جائے', 'گا']"
کیا بغیر تیل کے پکوڑے نہیں بن سکتے,"['کیا', 'بغیر', 'تیل', 'کے', 'پکوڑے', 'نہیں', 'بن', 'سکتے']"
تصویر دیکھ کر منہ میں پانی آ گیا لیکن ترکیب کہیں نہیں ملی,"['تصویر', 'دیکھ', 'کر', 'منہ', 'میں', 'پانی', 'آ', 'گیا', 'لیکن', 'ترکیب', 'کہیں', 'نہیں', 'ملی']"
مزے کے لگ رہے ہیں,"['مزے', 'کے', 'لگ', 'رہے', 'ہیں']"
اور ترکیب کا سب سے اہم جزو تو آپ بتانا ہی بھول گئیں,"['اور', 'ترکیب', 'کا', 'سب', 'سے', 'اہم', 'جزو', 'تو', 'آپ', 'بتانا', 'ہی', 'بھول', 'گئیں']"
نمک مرچ حسب ذائقہ,"['نمک', 'مرچ', 'حسب', 'ذائقہ']"
یمی یمی\xa0\xa0کیچ اپ کے ساتھ کھائیں یا دہی پودینے والی چٹنی یا املی کی چٹنی کے ساتھ,"['یمی', 'یمی', 'کیچ', 'اپ', 'کے', 'ساتھ', 'کھائیں', 'یا', 'د', 'ہی', 'پودی', 'نے', 'والی', 'چٹنی', 'یا', 'املی', 'کی', 'چٹنی', 'کے', 'ساتھ']"
نہیں آلو بخارے کی چٹنی کے ساتھ,"['نہیں', 'آلو', 'بخارے', 'کی', 'چٹنی', 'کے', 'ساتھ']"
شکریہ ایک نئی قسم کے پکوڑوں سے متعارف کروانے کا,"['شکریہ', 'ایک', 'نئی', 'قسم', 'کے', 'پکوڑوں', 'سے', 'متعارف', 'کروا', 'نے', 'کا']"
وہ میں نے کھائی نہیں کبھی نا,"['وہ', 'میں', 'نے', 'کھائی', 'نہیں', 'ک', 'بھی', 'نا']"
کیا اس میں پیاز کے استعمال کی گنجائش ہے,"['کیا', 'اس', 'میں', 'پیاز', 'کے', 'استعمال', 'کی', 'گنجائش', 'ہے']"
ذائقہ تو لوبیا کا ہونا چاہئے نمک مرچ حسب برداشت استعمال کریں,"['ذائقہ', 'تو', 'لوبیا', 'کا', 'ہونا', 'چاہئے', 'نمک', 'مرچ', 'حسب', 'برداشت', 'استعمال', 'کریں']"
جب اس میں بیسن شامل ہی نہیں کیا تو انہیں پکوڑے پکارنا چاہیے یا نہیں,"['جب', 'اس', 'میں', 'بیسن', 'شامل', 'ہی', 'نہیں', 'کیا', 'تو', 'انہیں', 'پکوڑے', 'پکارنا', 'چاہیے', 'یا', 'نہیں']"
ایسے تجربات عموما کامیاب نہیں ہوتے,"['ای', 'سے', 'تجربات', 'عموما', 'کامیاب', 'نہیں', 'ہوتے']"
پکوڑے اور ڈکاریں,"['پکوڑے', 'اور', 'ڈکاریں']"
ویسے کسرت کا مزا روزہ کے ساتھ زیادہ مزا دیتا ہے,"['وی', 'سے', 'کسرت', 'کا', 'مزا', 'روزہ', 'کے', 'ساتھ', 'زیادہ', 'مزا', 'دیتا', 'ہے']"
عصر کے بعد کسرت باڈی بلڈنگ اور خالی پیٹ مغرب سے منٹ پہلے گھر پہنچ کر افطار کے لئے انتظار کرنا بہت ہی زبردست,"['عصر', 'کے', 'بعد', 'کسرت', 'باڈی', 'بلڈنگ', 'اور', 'خالی', 'پیٹ', 'مغرب', 'سے', 'منٹ', 'پہلے', 'گھر', 'پہنچ', 'کر', 'افطار', 'کے', 'لئے', 'انتظار', 'کرنا', 'بہت', 'ہی', 'زبردست']"
یعنی اس میں بیسن کا کوئی کام نہیں,"['یعنی', 'اس', 'میں', 'بیسن', 'کا', 'کوئی', 'کام', 'نہیں']"
آپ کو ترکیب میں کہیں بیسن نظر آیا ہے,"['آپ', 'کو', 'ترکیب', 'میں', 'کہیں', 'بیسن', 'نظر', 'آیا', 'ہے']"
مجھے بیسن نظر نہیں آیا اسی لئے پوچھا تھا,"['مجھے', 'بیسن', 'نظر', 'نہیں', 'آیا', 'اسی', 'لئے', 'پوچھا', 'تھا']"
جی بھائی بغیر بیسن کے پکوڑے بنائے ہیں میں نے,"['جی', 'بھائی', 'بغیر', 'بیسن', 'کے', 'پکوڑے', 'بنائے', 'ہیں', 'میں', 'نے']"
ایک اور ذریعے سے بھی پتہ چلا ہے کہ بغیر بیسن کے بھی پکوڑے بن جاتے ہیں,"['ایک', 'اور', 'ذریعے', 'سے', 'بھی', 'پتہ', 'چلا', 'ہے', 'کہ', 'بغیر', 'بیسن', 'کے', 'بھی', 'پکوڑے', 'بن', 'جاتے', 'ہیں']"
دیکھنے میں تو خوش ذائقہ معلوم ہورہے ہیں کھا کر پتہ لگے گا,"['دیکھ', 'نے', 'میں', 'تو', 'خوش', 'ذائقہ', 'معلوم', 'ہورہے', 'ہیں', 'کھا', 'کر', 'پتہ', 'لگے', 'گا']"
تصویر میں تو بہت مزے کے لگ رہے ہیں اور ٹرائے کیئے بغیر میں نے بھی نہیں رہنا,"['تصویر', 'میں', 'تو', 'بہت', 'مزے', 'کے', 'لگ', 'رہے', 'ہیں', 'اور', 'ٹرائے', 'کیئے', 'بغیر', 'میں', 'نے', 'بھی', 'نہیں', 'رہنا']"
یک چیز پوچھنی ہے کہ پیسٹ کو دوسرے بیسن کی طرح اشیاء یعنی آلو بینگن پالک وغیرہ کی کوٹنگ کے لیے استعمال کر کے اس طرح تلیں یا اس پیسٹ کو ہی سادہ پکوڑے کی طرح مٹھی بھر اٹھا کر تیل میں ڈال دیں,"['یک', 'چیز', 'پوچھنی', 'ہے', 'کہ', 'پیسٹ', 'کو', 'دوسرے', 'بیسن', 'کی', 'طرح', 'اشیاء', 'یعنی', 'آلو', 'بینگن', 'پالک', 'وغیرہ', 'کی', 'کوٹنگ', 'کے', 'لیے', 'استعمال', 'کر', 'کے', 'اس', 'طرح', 'تلیں', 'یا', 'اس', 'پیسٹ', 'کو', 'ہی', 'سادہ', 'پکوڑے', 'کی', 'طرح', 'مٹھی', 'بھر', 'اٹھا', 'کر', 'تیل', 'میں', 'ڈال', 'دیں']"
ضرور ٹرائے کیجیے بھیا,"['ضرور', 'ٹرائے', 'کیجیے', 'بھیا']"
آپ چاہیں تو کوٹنگ کرلیں کسی بھی سبزی کے ساتھ میں نے سادہ پکوڑے کی طرح کی ہی بنایا تھا,"['آپ', 'چاہیں', 'تو', 'کوٹنگ', 'کرلیں', 'کسی', 'بھی', 'سبزی', 'کے', 'ساتھ', 'میں', 'نے', 'سادہ', 'پکوڑے', 'کی', 'طرح', 'کی', 'ہی', 'بنایا', 'تھا']"
حیدرآبادی کچے گوشت کی بریانی کھلادیں بناکر,"['حیدرآبادی', 'کچے', 'گوشت', 'کی', 'بریانی', 'کھلادیں', 'بناکر']"
ضرور کھلائیں گے آپ یہاں تشریف تو لے آئیے ہاں خبرداربھابھی اور گڑیا کو ساتھ لانا مت بھولیے ورنہ بریانی نہیں ملے گی,"['ضرور', 'کھلائیں', 'گے', 'آپ', 'یہاں', 'تشریف', 'تو', 'لے', 'آئیے', 'ہاں', 'خبرداربھا', 'بھی', 'اور', 'گڑیا', 'کو', 'ساتھ', 'لا', 'نا', 'مت', 'بھولیے', 'ورنہ', 'بریانی', 'نہیں', 'ملے', 'گی']"
آپ پکا کر لیتی آئیں نہ ہمارے یہاں,"['آپ', 'پکا', 'کر', 'لیتی', 'آئیں', 'نہ', 'ہمارے', 'یہاں']"
اگر آپ چاہتے ہیں کہ چکن کے اندرونی حصوں تک نمک اچھی طرح پہنچ جائے تو ایک برتن میں نمک لال مرچ وغیرہ ڈال کراس میں چکن کوچھ سات گھنٹہ تک ڈبو کر رکھیں ایساکرنے سے فرائی چکن کا ہر حصہ نمکین ہوجائے گا,"['اگر', 'آپ', 'چاہتے', 'ہیں', 'کہ', 'چکن', 'کے', 'اندرونی', 'حصوں', 'تک', 'نمک', 'اچھی', 'طرح', 'پہنچ', 'جائے', 'تو', 'ایک', 'برتن', 'میں', 'نمک', 'لا', 'ل', 'مرچ', 'وغیرہ', 'ڈال', 'کراس', 'میں', 'چکن', 'کوچھ', 'سات', 'گھنٹہ', 'تک', 'ڈبو', 'کر', 'رکھیں', 'ایساکر', 'نے', 'سے', 'فرائی', 'چکن', 'کا', 'ہر', 'حصہ', 'نمکین', 'ہوجائے', 'گا']"
چکن کچا ہی استعمال کرنا ہے,"['چکن', 'کچا', 'ہی', 'استعمال', 'کرنا', 'ہے']"
اگر ریڑی میڈ بازار سے لے آئے اور کہے کہ میں نے بنایا ہے تو بہت مزا آوے گا,"['اگر', 'ریڑی', 'میڈ', 'بازار', 'سے', 'لے', 'آئے', 'اور', 'کہے', 'کہ', 'میں', 'نے', 'بنایا', 'ہے', 'تو', 'بہت', 'مزا', 'آوے', 'گا']"
کچا چوپ کرنا ہے,"['کچا', 'چوپ', 'کرنا', 'ہے']"
لیکن جب بالز بنیں گے فرائی ہوں گے تو ان کا ندرونی حصہ تو کچا رہ جائے گا اگر اس کو پکانے بیٹھے تو باہر سے زیادہ پک جائے گا,"['لیکن', 'جب', 'بالز', 'بنیں', 'گے', 'فرائی', 'ہوں', 'گے', 'تو', 'ان', 'کا', 'ندرونی', 'حصہ', 'تو', 'کچا', 'رہ', 'جائے', 'گا', 'اگر', 'اس', 'کو', 'پکا', 'نے', 'بیٹھے', 'تو', 'باہر', 'سے', 'زیادہ', 'پک', 'جائے', 'گا']"
دھیمی آنچ پر ڈیپ فرائی کرین کچا نہیں رہے گا,"['دھیمی', 'آنچ', 'پر', 'ڈیپ', 'فرائی', 'کرین', 'کچا', 'نہیں', 'رہے', 'گا']"
تو مجھے بھجوا دیجئے گا میں کھا لوں گا,"['تو', 'مجھے', 'بھجوا', 'دیجئے', 'گا', 'میں', 'کھا', 'لوں', 'گا']"
ایییییییخخخخخخ کچے کھائیں گے,"['ایییییییخخخخخخ', 'کچے', 'کھائیں', 'گے']"
میں ہلکی آنچ پر مزید پکالوں گا,"['میں', 'ہلکی', 'آنچ', 'پر', 'مزید', 'پکالوں', 'گا']"
آپ کب سے شیف بن گئے,"['آپ', 'کب', 'سے', 'شیف', 'بن', 'گئے']"
گھوٹنے کے جھنجٹ کم کرنے کے لیے تھوڑا سا پکتا ہوا حلیم مکسر میں بلنڈ کرلیں سیکنڈ کے لیے تو کیسا ہے,"['گھوٹ', 'نے', 'کے', 'جھنجٹ', 'کم', 'کر', 'نے', 'کے', 'لیے', 'تھوڑا', 'سا', 'پکتا', 'ہوا', 'حلیم', 'مکسر', 'میں', 'بلنڈ', 'کرلیں', 'سیکنڈ', 'کے', 'لیے', 'تو', 'کیسا', 'ہے']"
بلینڈر خراب نہیں ہوجائے گا,"['بلینڈر', 'خراب', 'نہیں', 'ہوجائے', 'گا']"
گھوٹنے کے پروسیس کے دوران تھوڑی سی مقدار کرکے ذرا سی دیر کے لیے سیکنڈ کےلیے,"['گھوٹ', 'نے', 'کے', 'پروسیس', 'کے', 'دوران', 'تھوڑی', 'سی', 'مقدار', 'کرکے', 'ذرا', 'سی', 'دیر', 'کے', 'لیے', 'سیکنڈ', 'کےلیے']"
میرے تجربے کے مطابق اگر پکانے سے پہلے چولہا جلا لیں تو حلیم کا مزہ دوبالا ہو جائے گا,"['میرے', 'تجربے', 'کے', 'مطابق', 'اگر', 'پکا', 'نے', 'سے', 'پہلے', 'چولہا', 'جلا', 'لیں', 'تو', 'حلیم', 'کا', 'مزہ', 'دوبالا', 'ہو', 'جائے', 'گا']"
بلینڈر نہیں خراب ہوتا اب تو لوگ ساگ بھی بلینڈر میں ڈال کر گھوٹ لیتے ہیں اور کھیر کو بھی سارا دن ہلکی آنچ پر پکانے کی بجائے دودھ اور بھگوئے ہوئے چاول بلینڈر میں ڈال کر پہلے ایک چکر دے لیتے ہیں پھر پکا لیتے ہیں,"['بلینڈر', 'نہیں', 'خراب', 'ہوتا', 'اب', 'تو', 'لوگ', 'ساگ', 'بھی', 'بلینڈر', 'میں', 'ڈال', 'کر', 'گھوٹ', 'لیتے', 'ہیں', 'اور', 'کھیر', 'کو', 'بھی', 'سارا', 'دن', 'ہلکی', 'آنچ', 'پر', 'پکا', 'نے', 'کی', 'بجائے', 'دودھ', 'اور', 'بھگوئے', 'ہوئے', 'چاول', 'بلینڈر', 'میں', 'ڈال', 'کر', 'پہلے', 'ایک', 'چکر', 'دے', 'لیتے', 'ہیں', 'پھر', 'پکا', 'لیتے', 'ہیں']"
سنا ہے کہ جو مزہ گھوٹنے کے بعد آتا ہے ان کھانوں میں وہ بلینڈر سے نہیں آتا واللہ اعلم ہم نے تو آج تک نہ حلیم بنایا نہ ساگ نہ کھیر,"['سنا', 'ہے', 'کہ', 'جو', 'مزہ', 'گھوٹ', 'نے', 'کے', 'بعد', 'آتا', 'ہے', 'ان', 'کھانوں', 'میں', 'وہ', 'بلینڈر', 'سے', 'نہیں', 'آتا', 'واللہ', 'اعلم', 'ہم', 'نے', 'تو', 'آج', 'تک', 'نہ', 'حلیم', 'بنایا', 'نہ', 'ساگ', 'نہ', 'کھیر']"
یعنی آپ کا سارا زور کھانے پر ہی رہا میں نے سوچا تھا ان دیہاتی گھریلو خاتون کو کھانے پکانے کا خاصا تجربہ ہوگا مگر کتھوں,"['یعنی', 'آپ', 'کا', 'سارا', 'زور', 'کھا', 'نے', 'پر', 'ہی', 'رہا', 'میں', 'نے', 'سوچا', 'تھا', 'ان', 'دیہاتی', 'گھریلو', 'خاتون', 'کو', 'کھا', 'نے', 'پکا', 'نے', 'کا', 'خاصا', 'تجربہ', 'ہوگا', 'مگر', 'کتھوں']"
میں نے حلیم کی کئی ریسیپی دیکھی ہے زیادہ تر میں دالوں کے ساتھ ساتھ کو بھی شامل کرنے کی بات کہی گئی ہے,"['میں', 'نے', 'حلیم', 'کی', 'کئی', 'ریسیپی', 'دیکھی', 'ہے', 'زیادہ', 'تر', 'میں', 'دالوں', 'کے', 'ساتھ', 'ساتھ', 'کو', 'بھی', 'شامل', 'کر', 'نے', 'کی', 'بات', 'ک', 'ہی', 'گئی', 'ہے']"
میں نے مارکیٹ میں کافی تلاش کیا لیکن بارلی مجھے کہیں نہیں ملی اس کی وجہ سے میں حلیم نہیں بنا پا رہا ہوں,"['میں', 'نے', 'مارکیٹ', 'میں', 'کافی', 'تلاش', 'کیا', 'لیکن', 'بارلی', 'مجھے', 'کہیں', 'نہیں', 'ملی', 'اس', 'کی', 'وجہ', 'سے', 'میں', 'حلیم', 'نہیں', 'بنا', 'پا', 'رہا', 'ہوں']"
جو کے بغیر بنا کر دیکھ لیں,"['جو', 'کے', 'بغیر', 'بنا', 'کر', 'دیکھ', 'لیں']"
آپ دوسری ترکیب آزما لیں,"['آپ', 'دوسری', 'ترکیب', 'آزما', 'لیں']"
دراصل میں مشہور حیدآبادی حلیم بنانا چاہ رہا ہوں,"['دراصل', 'میں', 'مشہور', 'حیدآبادی', 'حلیم', 'بنانا', 'چاہ', 'رہا', 'ہوں']"
ایک صاحب نے وعدہ کیا ہے کہ وہ مجھے جو لاکر دیں گے تب تک کے لئے میں نے حلیم بنانے کے ارادے کو موخر کر دیا ہے,"['ایک', 'صاحب', 'نے', 'وعدہ', 'کیا', 'ہے', 'کہ', 'وہ', 'مجھے', 'جو', 'لا', 'کر', 'دیں', 'گے', 'تب', 'تک', 'کے', 'لئے', 'میں', 'نے', 'حلیم', 'بنا', 'نے', 'کے', 'ارادے', 'کو', 'موخر', 'کر', 'دیا', 'ہے']"
میں نا تو کھانا بنانے کا ماہر اور نا کھانے کا,"['میں', 'نا', 'تو', 'کھانا', 'بنا', 'نے', 'کا', 'ماہر', 'اور', 'نا', 'کھا', 'نے', 'کا']"
حلیم میں گوشت تو ہوتا ہے عنوان میں الگ سے گوشت کا تذکرہ سمجھ نہیں آیا,"['حلیم', 'میں', 'گوشت', 'تو', 'ہوتا', 'ہے', 'عنوان', 'میں', 'الگ', 'سے', 'گوشت', 'کا', 'تذکرہ', 'سمجھ', 'نہیں', 'آیا']"
حلیم مرغ کی بھی ہوتی ہے,"['حلیم', 'مرغ', 'کی', 'بھی', 'ہوتی', 'ہے']"
پتہ چلا ہے کہ ایسا بلینڈر مکسر بھی ملتا ہے جسے آپ بڑے برتن میں ڈال سکتے ہیں اور استعمال کر سکتے ہیں,"['پتہ', 'چلا', 'ہے', 'کہ', 'ایسا', 'بلینڈر', 'مکسر', 'بھی', 'ملتا', 'ہے', 'ج', 'سے', 'آپ', 'بڑے', 'برتن', 'میں', 'ڈال', 'سکتے', 'ہیں', 'اور', 'استعمال', 'کر', 'سکتے', 'ہیں']"
